X1 Y1 EntropyCF1 X2 Y2 EntropyCF2 X3 Y3 EntropyCF3 TimeDifference
0.001202168760653209 -1.4996601792025084 0.9377828411041333 -0.9981310271635967 -1.4996820345401458 0.43390037676553117 -1.9981043090441124 -1.5 0.9381724831939069 1.210343837738037
-0.0029988415319007165 -1.4862646137927915 0.9111890100315603 -0.9844257524843602 -1.4796142640846945 0.4118723598694318 -1.9660443109922752 -1.5000555342983117 0.9114236073350517 2.724271535873413
-0.0498190217506752 -1.4694729560740183 0.833948200127824 -0.9856455343799373 -1.4378581692692667 0.3436552452352375 -1.9009767200821384 -1.5006242756161563 0.8220138722786916 4.232116222381592
-0.12194704988451134 -1.4631154451221844 0.7270167073088509 -0.9927686332203797 -1.4035356060727273 0.253095368971743 -1.8276976857406375 -1.5009492094615977 0.7058016061262693 5.7425055503845215
-0.19463524534374727 -1.4620125398457566 0.6154326470478191 -0.9962062617038699 -1.3693536650481781 0.16344653641022422 -1.7579539834111753 -1.5004303354429616 0.5921735348730319 7.252700328826904
-0.25824437971324476 -1.4547738373249546 0.5185411048097368 -1.0003423057765242 -1.3255649288458229 0.08870820078370922 -1.700931635438009 -1.4887566933130225 0.49448398362233537 8.762654066085815
-0.2867401221540271 -1.4160340670723748 0.48483232259088904 -1.0082566503823636 -1.273673076955739 0.06256136227546127 -1.6881752176847373 -1.442492418076008 0.4597908871130887 10.277077674865723
-0.3074231856795748 -1.3714823727642853 0.4639115207884874 -1.0178446616054226 -1.2198971359810493 0.04527200513249685 -1.6808335292787626 -1.3948689874576472 0.434412853030298 11.784650802612305
-0.3356263837332864 -1.334202582380635 0.43090360147010376 -1.0272910813503817 -1.1665405311279697 0.019951119889479507 -1.6662091734780642 -1.3536623980848164 0.39721031031209275 13.294646501541138
-0.35821451104168534 -1.296891411695156 0.4068871680855981 -1.0354923135456755 -1.1177417395513891 0.002234913532560334 -1.658771298963616 -1.3120615859658 0.3715911547433439 14.806061029434204
-0.3696169549246469 -1.2551386203010948 0.40081210723422345 -1.0426481680894968 -1.073548011217272 -0.001971611194873546 -1.6635601559329958 -1.2679777830204764 0.366365794319663 16.31417202949524
-0.37370444025880467 -1.2086896062437205 0.40693615009266093 -1.0492370435823624 -1.0293394652665748 0.0034086822834500374 -1.6766139441850065 -1.2210362699465112 0.3751937968441976 17.822746753692627
-0.37563504889969457 -1.1665120844492418 0.41483369323037156 -1.054453348449585 -0.9895241128970267 0.01053629493451691 -1.689867906880773 -1.1788523671966942 0.38647129190662177 19.33645009994507
-0.37903547741019095 -1.1227911037483773 0.42022629564295233 -1.0594100134378381 -0.9472519872862669 0.01602632431878126 -1.7018813480925925 -1.1347457301775266 0.3956940868490495 20.846647262573242
-0.38473752662869365 -1.0817005241010884 0.4211454860863677 -1.0645674538746188 -0.9065984090866864 0.017559709469305407 -1.7102027227869951 -1.0928239242326843 0.3990710259104411 22.354650735855103
-0.3933427139441484 -1.0419443139771074 0.41711275446643725 -1.069965565387639 -0.8661243106767273 0.015127832358099447 -1.71521152771916 -1.0522171210306113 0.39686005697394267 23.862642526626587
-0.4040792423242467 -1.0044496725030105 0.40891359833652174 -1.0752324513981393 -0.8271176869143799 0.009360183789378862 -1.7172395668746774 -1.0138088943635495 0.39005022317755644 25.37003207206726
-0.4175705614712014 -0.963157838178713 0.396784788210641 -1.0810560117898589 -0.7841781237408695 0.00043565693050684473 -1.717561512066828 -0.9714746958918203 0.37922427430441674 26.87960147857666
-0.43084179695910574 -0.9239166779112006 0.38429180036264476 -1.0865121262328212 -0.74360353567031 -0.008770547473607504 -1.7173813207687598 -0.9315209773257442 0.3681097026418585 28.391680002212524
-0.44474550052848566 -0.8822465465137037 0.37121092345828277 -1.0919835572824506 -0.7007552667018362 -0.018214212653664408 -1.7177194736339159 -0.8888223166922237 0.3571454740086666 29.90303349494934
-0.4571207746050007 -0.842497437778782 0.3599065601662672 -1.096975682530741 -0.6607176232691545 -0.026377454926403754 -1.7188625330037113 -0.848074746408786 0.3481375407429419 31.41564655303955
